ID,Education,Marital_Status,Income,NumDealsPurchases,Age,Kids,Days_Enrolled,Total_Spend,CouponsAccepted,Total_Purchases,Recency_
1802,Graduation,Relationship,64795.0,3,"(50, 60]",1,528,680,0,18,1.6428571428571428
520,Graduation,Relationship,34421.0,1,"(40,50]",1,363,30,0,3,5.785714285714286
8275,PhD,Single,47025.0,1,"(50, 60]",2,140,20,0,3,0.42857142857142855
9750,PhD,Single,64325.0,5,"(60, 70]",1,507,1307,0,18,2.9285714285714284
2607,Graduation,Single,40464.0,6,70,1,534,630,0,18,5.571428571428571
7214,Graduation,Relationship,62187.0,1,"(60, 70]",0,359,1283,0,17,3.5
5835,PhD,Single,14849.0,3,"(40,50]",1,362,65,0,6,2.7857142857142856
3896,Graduation,Relationship,27255.0,1,"(30,40]",1,234,37,0,4,0.21428571428571427
10350,PhD,Relationship,54432.0,1,70,3,416,38,0,4,2.642857142857143
7786,PhD,Single,29999.0,4,"(30,40]",1,501,160,0,8,1.5714285714285714
2861,Graduation,Single,24072.0,1,"(40,50]",1,439,23,0,3,5.642857142857143
663,PhD,Single,33996.0,1,"(30,40]",0,291,71,0,5,3.2857142857142856
10675,PhD,Relationship,66334.0,2,"(60, 70]",1,452,1161,1,17,5.857142857142857
2521,Master,Relationship,35178.0,1,"(50, 60]",1,535,59,2,4,0.7142857142857143
9592,Graduation,Relationship,22010.0,2,"(40,50]",1,364,33,0,5,3.642857142857143
10151,Graduation,Single,62204.0,1,"(60, 70]",2,655,946,0,21,2.7142857142857144
7381,Graduation,Single,75693.0,1,"(50, 60]",0,570,1442,4,21,0.7142857142857143
4099,Graduation,Relationship,30675.0,1,"(50, 60]",1,594,62,0,4,1.0
9560,Graduation,Relationship,83003.0,1,"(50, 60]",0,483,1674,2,21,1.2857142857142858
10172,Graduation,Single,68655.0,1,"(30,40]",0,688,1538,0,20,6.785714285714286
11191,Graduation,Single,41411.0,1,"(30,40]",0,204,139,0,7,0.7857142857142857
9707,PhD,Relationship,55212.0,3,"(50, 60]",1,583,1182,2,17,4.642857142857143
6245,PhD,Relationship,59292.0,2,70,1,381,507,0,16,5.071428571428571
8234,Basic,Relationship,27190.0,1,"(50, 60]",1,318,18,2,3,0.9285714285714286
1411,Graduation,Single,82623.0,1,70,0,231,940,0,15,4.142857142857143
8553,Graduation,Relationship,44300.0,2,"(50, 60]",2,371,42,0,4,4.642857142857143
1826,Graduation,Single,84835.0,1,"(50, 60]",0,13,1190,1,14,0.0
8842,Graduation,Single,30372.0,3,"(50, 60]",2,551,44,0,5,2.357142857142857
11030,Master,Relationship,33181.0,1,"(40,50]",1,177,16,1,3,6.428571428571429
2579,Graduation,Relationship,71113.0,4,"(60, 70]",1,194,835,0,22,6.785714285714286
175,Graduation,Relationship,71952.0,2,"(30,40]",1,535,1443,2,20,6.642857142857143
9185,PhD,Single,69759.0,3,"(50, 60]",0,244,1029,1,15,2.7142857142857144
11056,Graduation,Relationship,72099.0,1,"(40,50]",0,610,1188,0,17,1.2857142857142858
9365,PhD,Single,60000.0,5,"(40,50]",1,554,1277,0,19,4.071428571428571
6201,Graduation,Single,38643.0,2,"(40,50]",2,212,49,0,5,3.2142857142857144
2061,Graduation,Relationship,50737.0,1,"(60, 70]",1,414,99,1,6,4.357142857142857
6184,PhD,Relationship,68462.0,1,"(50, 60]",0,564,1670,0,14,0.42857142857142855
6142,Master,Relationship,65073.0,1,70,0,313,900,0,13,4.642857142857143
4107,PhD,Relationship,46681.0,2,70,2,264,425,0,14,3.7142857142857144
7274,Graduation,Relationship,78618.0,1,"(60, 70]",0,639,2153,1,21,6.214285714285714
9336,PhD,Single,62187.0,3,"(50, 60]",1,99,636,0,18,2.7142857142857144
2958,Graduation,Relationship,28442.0,3,"(40,50]",2,125,57,0,7,3.7857142857142856
933,PhD,Relationship,37717.0,1,"(40,50]",1,583,25,0,3,2.2142857142857144
5837,Graduation,Relationship,51479.0,7,"(50, 60]",2,548,494,0,15,4.785714285714286
10704,Graduation,Single,54803.0,2,"(50, 60]",1,677,693,0,17,4.642857142857143
5125,Graduation,Relationship,79530.0,1,"(60, 70]",0,408,1348,0,25,4.571428571428571
4432,Graduation,Single,31615.0,2,"(40,50]",1,470,51,0,5,5.857142857142857
5955,Graduation,Relationship,72025.0,1,"(60, 70]",0,589,1932,0,15,1.9285714285714286
2928,PhD,Single,52614.0,2,"(40,50]",1,575,990,0,14,4.5
5680,Master,Relationship,35684.0,1,"(30,40]",1,68,30,0,4,4.714285714285714
10313,Graduation,Relationship,48178.0,6,"(40,50]",2,609,254,0,10,4.928571428571429
2557,Master,Single,29548.0,1,"(50, 60]",1,304,29,1,4,3.7142857142857144
1245,Graduation,Single,63810.0,4,"(50, 60]",1,595,1371,1,19,3.2142857142857144
1519,PhD,Single,38578.0,3,"(50, 60]",2,372,73,1,6,0.14285714285714285
10703,Master,Single,46098.0,4,"(40,50]",2,680,120,0,7,6.142857142857143
1726,Graduation,Single,22585.0,1,"(50, 60]",0,468,81,2,4,1.6428571428571428
4459,Graduation,Single,30279.0,1,"(30,40]",1,546,37,0,4,0.9285714285714286
1729,PhD,Relationship,66426.0,2,"(60, 70]",1,270,1377,0,18,1.0
1517,Graduation,Single,30822.0,1,"(50, 60]",1,380,51,0,4,6.571428571428571
2098,PhD,Relationship,33581.0,1,"(50, 60]",2,537,17,0,3,2.7142857142857144
9543,Graduation,Relationship,19986.0,1,"(30,40]",1,227,22,0,3,5.285714285714286
6878,Graduation,Single,27421.0,3,"(60, 70]",0,564,324,0,11,1.0
3310,Master,Relationship,35688.0,7,"(50, 60]",3,676,211,0,9,6.714285714285714
2724,Master,Single,36143.0,1,"(40,50]",1,91,19,0,3,2.357142857142857
948,Graduation,Single,10245.0,3,"(50, 60]",1,410,41,0,5,2.2857142857142856
6720,Master,Relationship,43795.0,3,"(50, 60]",1,256,492,2,14,0.7857142857142857
6202,Graduation,Relationship,63381.0,4,"(60, 70]",1,632,1005,0,22,5.571428571428571
2066,Graduation,Relationship,38823.0,1,70,1,668,114,0,6,4.0
9799,PhD,Single,83664.0,3,"(50, 60]",2,417,1173,0,16,4.071428571428571
8318,Graduation,Relationship,90300.0,0,"(40,50]",0,177,1738,1,19,0.5
5642,Master,Relationship,62499.0,2,"(40,50]",1,202,222,0,10,0.0
2669,Graduation,Single,74293.0,1,"(30,40]",0,56,1127,0,15,4.714285714285714
455,PhD,Relationship,51012.0,1,70,0,437,209,0,9,6.142857142857143
7683,Master,Relationship,70777.0,3,"(50, 60]",1,124,787,0,20,5.714285714285714
3428,PhD,Relationship,68682.0,1,"(30,40]",0,266,1598,0,23,4.0
7414,Graduation,Relationship,43824.0,4,"(50, 60]",2,652,186,0,8,1.2857142857142858
6354,Graduation,Relationship,15345.0,2,"(30,40]",1,667,47,1,4,3.642857142857143
798,Graduation,Single,23442.0,1,"(30,40]",1,552,27,0,4,5.071428571428571
8213,Master,Relationship,14515.0,4,"(40,50]",1,597,96,1,7,5.071428571428571
2488,Master,Single,31395.0,4,"(60, 70]",2,463,64,0,6,5.714285714285714
9999,Graduation,Relationship,75276.0,1,"(50, 60]",0,640,1040,0,22,0.14285714285714285
7617,Graduation,Single,42373.0,5,"(40,50]",2,318,163,0,8,5.928571428571429
615,Graduation,Relationship,30507.0,1,"(60, 70]",0,475,343,0,10,2.0714285714285716
2552,PhD,Single,55521.0,9,"(60, 70]",3,250,446,2,15,0.7857142857142857
194,Graduation,Relationship,48006.0,1,"(50, 60]",2,20,41,0,4,3.9285714285714284
3645,PhD,Single,27213.0,3,"(50, 60]",1,668,70,1,6,1.3571428571428572
8890,PhD,Single,65808.0,3,"(50, 60]",2,30,272,0,11,0.07142857142857142
5049,PhD,Relationship,30351.0,1,"(40,50]",1,388,46,0,5,1.3571428571428572
9973,Graduation,Relationship,50437.0,3,"(60, 70]",2,620,490,0,16,2.0
7301,Master,Single,23616.0,2,"(40,50]",1,589,79,1,6,5.428571428571429
10882,Graduation,Relationship,53858.0,4,"(40,50]",1,597,915,0,13,3.5714285714285716
7030,PhD,Relationship,66465.0,3,"(60, 70]",1,456,1485,1,32,0.07142857142857142
7422,Graduation,Single,46923.0,3,"(30,40]",1,676,369,0,13,6.428571428571429
3523,Graduation,Relationship,75072.0,2,"(60, 70]",1,522,1073,0,17,5.928571428571429
7106,PhD,Relationship,75865.0,1,70,0,90,1242,0,18,5.214285714285714
6504,Master,Relationship,19789.0,3,"(40,50]",1,221,78,1,6,1.7142857142857142
5067,Graduation,Relationship,80134.0,1,"(0,30]",0,135,1378,4,20,0.7857142857142857
4216,Graduation,Single,91065.0,1,"(40,50]",0,492,1474,3,25,2.357142857142857
8581,Master,Relationship,49505.0,9,"(50, 60]",2,481,751,0,20,0.2857142857142857
5929,PhD,Relationship,37401.0,2,"(50, 60]",1,54,48,0,5,1.0
3129,Graduation,Relationship,30096.0,1,"(40,50]",1,38,45,0,5,2.142857142857143
6528,Master,Relationship,18492.0,1,"(40,50]",1,24,10,0,3,5.357142857142857
1361,Master,Relationship,82584.0,1,"(40,50]",0,390,1435,3,15,1.8571428571428572
6932,PhD,Relationship,93027.0,0,70,0,442,2119,1,22,5.5
7284,Graduation,Relationship,48686.0,1,70,3,207,20,0,3,0.5714285714285714
1340,Graduation,Relationship,92910.0,1,"(30,40]",0,66,1795,3,26,3.0
8746,Graduation,Relationship,75433.0,2,"(30,40]",1,85,1188,2,17,2.0
5987,Master,Relationship,10404.0,2,"(30,40]",1,56,43,0,5,3.7142857142857144
3767,Graduation,Relationship,61314.0,2,"(50, 60]",1,430,1008,0,22,0.07142857142857142
3725,PhD,Single,84865.0,1,"(60, 70]",0,416,1688,5,15,0.07142857142857142
4324,Graduation,Relationship,42387.0,5,"(30,40]",1,608,684,0,16,3.0
238,Master,Relationship,67309.0,15,"(50, 60]",2,522,1082,0,24,5.428571428571429
6694,Graduation,Relationship,75236.0,1,"(50, 60]",1,216,1068,0,24,1.9285714285714286
498,Graduation,Single,30015.0,2,"(50, 60]",1,147,57,0,5,2.0
9347,Master,Relationship,50943.0,1,"(60, 70]",1,373,46,0,4,3.5
9699,Graduation,Single,67272.0,3,"(50, 60]",1,190,733,0,20,0.8571428571428571
10664,Master,Single,51529.0,2,70,1,295,467,0,15,1.0
5455,PhD,Relationship,32011.0,3,"(50, 60]",1,311,122,0,7,6.357142857142857
456,Master,Relationship,7500.0,2,"(30,40]",1,507,36,0,5,6.857142857142857
5012,Graduation,Relationship,28691.0,1,"(30,40]",1,360,34,0,4,4.0
7495,PhD,Relationship,56223.0,2,70,1,191,156,0,8,5.142857142857143
5029,Graduation,Relationship,18100.0,1,70,0,327,14,0,3,1.0
10642,Graduation,Single,30279.0,1,"(30,40]",1,546,37,0,4,0.9285714285714286
2106,Master,Relationship,20130.0,1,"(40,50]",0,104,34,0,4,7.071428571428571
10364,Graduation,Single,23295.0,1,"(60, 70]",0,351,20,0,3,5.142857142857143
5954,Master,Single,42618.0,2,"(50, 60]",1,263,192,0,9,6.571428571428571
1137,Graduation,Single,81246.0,1,"(50, 60]",0,182,1379,2,16,6.214285714285714
2541,Graduation,Relationship,24027.0,2,"(40,50]",1,385,48,0,5,0.5
1142,PhD,Relationship,55707.0,2,70,1,189,428,0,14,6.5
2276,Graduation,Single,57959.0,5,"(60, 70]",1,423,868,0,22,5.071428571428571
2807,Graduation,Relationship,56796.0,3,"(50, 60]",1,498,1001,0,24,1.7142857142857142
6471,Master,Single,36230.0,1,"(50, 60]",1,255,59,0,6,1.2142857142857142
6131,Master,Relationship,70829.0,2,"(40,50]",2,210,431,0,14,6.214285714285714
6233,Graduation,Relationship,65991.0,3,"(40,50]",1,660,971,0,24,1.5
4148,Graduation,Relationship,38988.0,7,"(50, 60]",3,678,348,0,12,6.428571428571429
4947,Master,Single,89572.0,1,"(50, 60]",0,652,2059,3,23,3.142857142857143
3225,Master,Relationship,42207.0,4,"(30,40]",1,454,265,2,10,5.071428571428571
7540,Graduation,Relationship,50300.0,2,70,1,35,270,0,11,3.7142857142857144
10648,Master,Relationship,66664.0,1,"(40,50]",0,642,1289,0,18,5.571428571428571
1992,Graduation,Relationship,60597.0,4,"(50, 60]",1,179,893,2,12,0.14285714285714285
7851,Graduation,Single,70165.0,1,70,0,280,926,0,21,4.285714285714286
8594,PhD,Single,50520.0,2,"(60, 70]",1,152,135,0,7,1.7857142857142858
7059,Graduation,Relationship,80124.0,1,"(60, 70]",0,3,1495,1,18,3.357142857142857
2815,Graduation,Relationship,33183.0,2,"(40,50]",1,125,120,0,7,3.2857142857142856
2416,PhD,Single,66582.0,1,"(50, 60]",0,118,1288,0,19,5.928571428571429
7999,PhD,Relationship,75261.0,1,"(60, 70]",0,432,1743,3,16,1.2142857142857142
9213,Graduation,Single,31880.0,1,"(50, 60]",1,606,15,0,3,0.9285714285714286
9697,Graduation,Relationship,53790.0,3,70,2,115,542,0,17,6.142857142857143
3916,PhD,Relationship,49269.0,3,"(50, 60]",1,683,890,0,22,6.571428571428571
2021,Graduation,Relationship,61456.0,4,"(40,50]",1,459,1388,0,29,3.357142857142857
1581,Graduation,Relationship,37406.0,1,"(40,50]",1,262,17,1,3,1.2857142857142858
564,PhD,Relationship,56937.0,7,"(40,50]",1,694,906,2,23,5.785714285714286
6619,Graduation,Relationship,38415.0,2,"(40,50]",2,543,44,0,4,6.5
9081,Graduation,Single,20518.0,1,"(30,40]",1,42,25,0,4,4.142857142857143
178,Graduation,Relationship,62503.0,4,"(60, 70]",1,496,973,0,22,2.857142857142857
916,PhD,Single,41644.0,2,"(50, 60]",2,51,31,0,4,4.785714285714286
5512,Master,Relationship,55842.0,1,"(40,50]",1,37,518,0,16,1.3571428571428572
8970,PhD,Relationship,62010.0,4,"(50, 60]",1,614,530,0,15,6.642857142857143
10581,Graduation,Relationship,41124.0,7,"(40,50]",1,606,506,0,14,2.9285714285714284
5300,Master,Relationship,38961.0,1,"(50, 60]",1,181,70,0,5,4.285714285714286
5154,Master,Single,37760.0,1,"(50, 60]",1,322,54,0,5,3.857142857142857
8346,Graduation,Single,32233.0,2,"(40,50]",1,679,296,2,10,1.8571428571428572
1676,Graduation,Relationship,43057.0,4,"(40,50]",1,242,266,0,11,2.142857142857143
9286,Master,Relationship,83151.0,1,"(60, 70]",0,627,747,0,18,6.642857142857143
2426,PhD,Single,78825.0,1,"(50, 60]",0,653,895,1,28,2.5
5172,Master,Relationship,65104.0,2,"(40,50]",1,227,1053,0,15,0.2857142857142857
5562,Graduation,Relationship,60093.0,2,"(40,50]",1,368,735,0,19,6.571428571428571
3436,Graduation,Relationship,14045.0,1,"(50, 60]",1,154,20,0,4,1.7142857142857142
3921,Master,Single,28457.0,1,70,0,609,205,0,9,6.857142857142857
3403,PhD,Relationship,78952.0,2,"(60, 70]",1,643,2092,0,19,0.7857142857142857
22,Graduation,Single,46310.0,2,"(40,50]",1,573,309,0,12,7.071428571428571
10965,Graduation,Relationship,76005.0,1,"(60, 70]",0,492,1722,1,21,5.142857142857143
9426,Master,Single,58308.0,4,"(50, 60]",1,533,900,0,11,5.5
6605,PhD,Single,55614.0,1,70,0,214,682,1,19,6.071428571428571
3136,Master,Single,59432.0,3,"(60, 70]",1,442,663,0,19,6.285714285714286
8737,Graduation,Single,55563.0,1,"(40,50]",1,85,43,0,5,1.5714285714285714
11088,PhD,Relationship,78642.0,1,"(50, 60]",1,434,1816,0,17,5.928571428571429
716,PhD,Relationship,67911.0,3,70,1,38,976,0,24,4.5
466,Graduation,Relationship,65275.0,1,70,0,452,746,0,20,0.6428571428571429
9135,Graduation,Relationship,27203.0,2,70,2,692,64,0,4,6.571428571428571
10623,Master,Relationship,48330.0,1,"(60, 70]",1,226,32,0,4,0.14285714285714285
8151,Basic,Relationship,24279.0,1,"(30,40]",0,547,263,0,8,0.42857142857142855
5140,PhD,Relationship,64355.0,2,"(30,40]",1,674,1445,0,19,4.714285714285714
10160,Master,Relationship,50943.0,1,"(60, 70]",1,373,46,0,4,3.5
4945,Graduation,Single,53653.0,2,70,0,599,1210,0,26,2.0714285714285716
10584,Graduation,Relationship,65665.0,1,"(40,50]",1,209,945,0,23,5.5
6071,Graduation,Single,81217.0,1,"(30,40]",0,345,1157,0,21,5.5
3386,Graduation,Relationship,34935.0,1,"(30,40]",0,373,137,0,7,5.071428571428571
8939,Graduation,Single,61250.0,6,"(60, 70]",1,560,730,0,19,3.5
9925,PhD,Relationship,39665.0,3,"(40,50]",1,400,216,1,9,6.928571428571429
4320,Graduation,Single,60152.0,1,"(40,50]",1,458,943,0,22,0.42857142857142855
5389,Graduation,Relationship,48920.0,3,"(50, 60]",2,252,347,1,13,6.642857142857143
6036,Master,Relationship,89120.0,1,"(60, 70]",0,104,1924,1,18,5.571428571428571
182,PhD,Relationship,44124.0,4,70,1,414,397,0,13,4.428571428571429
203,Master,Single,81169.0,1,"(40,50]",0,441,2089,0,21,3.357142857142857
11025,Graduation,Relationship,36443.0,4,"(60, 70]",2,511,138,0,7,0.6428571428571429
10203,Graduation,Single,26095.0,1,"(30,40]",1,364,42,0,4,5.5
4607,Graduation,Relationship,71367.0,1,"(60, 70]",0,310,777,0,16,1.7142857142857142
3711,Master,Relationship,80184.0,1,70,0,120,1902,2,19,1.3571428571428572
3696,Graduation,Single,30630.0,2,"(50, 60]",2,153,52,0,5,4.785714285714286
2532,Master,Single,73454.0,1,"(30,40]",0,120,1651,1,12,6.785714285714286
9214,Graduation,Relationship,42691.0,1,"(30,40]",0,317,358,0,12,3.4285714285714284
4943,Graduation,Relationship,70503.0,1,70,0,637,1727,2,15,5.214285714285714
35,Graduation,Relationship,25545.0,3,"(30,40]",1,659,210,1,7,2.5
2258,Graduation,Relationship,32880.0,1,"(30,40]",1,572,42,0,4,5.428571428571429
4322,PhD,Relationship,77863.0,1,"(60, 70]",0,214,1291,0,19,1.4285714285714286
713,Master,Relationship,50353.0,1,"(40,50]",0,21,442,0,14,5.142857142857143
4702,Graduation,Single,61839.0,1,"(50, 60]",0,686,1895,0,16,1.4285714285714286
3281,PhD,Relationship,49154.0,6,"(60, 70]",2,238,411,0,13,4.928571428571429
702,Master,Single,47682.0,4,"(40,50]",1,499,521,0,15,5.714285714285714
2004,Graduation,Single,72679.0,1,"(50, 60]",1,284,1168,0,16,4.642857142857143
4769,Master,Relationship,57954.0,7,"(40,50]",2,11,493,1,16,3.7142857142857144
4437,Graduation,Relationship,65316.0,2,"(60, 70]",2,431,260,0,10,4.642857142857143
8724,Graduation,Single,28567.0,2,"(40,50]",1,377,46,0,5,4.071428571428571
10741,Master,Relationship,47352.0,4,70,1,444,319,0,12,5.0
1991,Graduation,Relationship,44931.0,1,"(50, 60]",1,162,96,0,6,0.0
6931,Graduation,Single,76982.0,1,"(50, 60]",0,134,1062,2,15,1.3571428571428572
11096,Master,Relationship,57247.0,2,70,1,325,232,0,10,3.5714285714285716
304,Master,Single,22944.0,3,"(40,50]",1,188,76,0,6,4.785714285714286
3665,Master,Relationship,25315.0,3,"(40,50]",1,234,54,0,6,3.2857142857142856
10591,Graduation,Single,43638.0,2,"(50, 60]",1,692,201,0,9,2.642857142857143
5036,PhD,Single,42710.0,2,"(30,40]",1,578,406,0,12,2.7142857142857144
5547,PhD,Relationship,84169.0,1,"(40,50]",0,326,1919,3,19,0.6428571428571429
7822,Graduation,Relationship,54058.0,2,"(40,50]",1,390,662,0,18,4.0
8541,Master,Relationship,24683.0,2,"(30,40]",1,113,41,0,6,7.0
10955,Graduation,Single,85620.0,1,"(50, 60]",0,173,1600,1,13,4.857142857142857
4368,Graduation,Relationship,47850.0,1,"(40,50]",1,208,134,0,7,5.142857142857143
9671,Graduation,Relationship,19514.0,4,"(50, 60]",2,154,69,2,6,3.357142857142857
2256,Master,Relationship,27159.0,2,"(50, 60]",2,92,21,0,4,2.357142857142857
4279,Master,Single,39548.0,2,"(60, 70]",2,90,54,0,5,6.214285714285714
5371,Graduation,Single,21474.0,2,"(30,40]",1,82,91,2,6,0.0
9240,PhD,Single,60504.0,2,"(50, 60]",1,142,526,0,16,5.214285714285714
9460,Graduation,Relationship,22419.0,1,"(60, 70]",0,437,162,0,7,5.285714285714286
9504,Master,Relationship,81698.0,1,70,0,235,1008,1,24,0.2857142857142857
8692,Graduation,Relationship,43462.0,6,70,2,655,240,0,10,3.5714285714285716
448,PhD,Single,54880.0,2,"(40,50]",1,485,795,0,19,4.071428571428571
8314,Graduation,Relationship,79908.0,1,"(40,50]",0,450,1772,1,18,2.142857142857143
8420,Master,Relationship,15315.0,2,"(50, 60]",0,330,64,0,6,1.9285714285714286
3174,Graduation,Relationship,87771.0,1,"(60, 70]",1,403,1957,5,19,4.357142857142857
7685,Graduation,Relationship,33039.0,1,"(40,50]",1,293,78,0,6,0.2857142857142857
3179,Graduation,Single,81741.0,0,"(40,50]",0,378,1572,0,19,5.357142857142857
9780,Master,Relationship,71499.0,2,"(50, 60]",1,369,795,0,24,0.8571428571428571
10681,Master,Relationship,62466.0,5,"(50, 60]",1,165,889,0,21,0.9285714285714286
10232,PhD,Single,48799.0,3,"(60, 70]",1,236,331,0,12,0.6428571428571429
4184,PhD,Relationship,52157.0,2,70,1,22,265,0,10,3.4285714285714284
9120,Graduation,Single,66565.0,4,"(60, 70]",1,571,1065,0,15,5.714285714285714
891,Master,Relationship,29298.0,1,70,2,295,11,0,3,4.285714285714286
10381,Graduation,Single,47691.0,1,"(40,50]",1,359,21,0,3,3.0714285714285716
3525,Graduation,Relationship,38200.0,1,"(50, 60]",2,569,17,0,3,1.3571428571428572
6818,Graduation,Relationship,44989.0,5,"(40,50]",1,655,369,0,11,1.8571428571428572
3526,PhD,Relationship,38443.0,2,"(50, 60]",2,153,38,0,4,4.142857142857143
8181,Master,Single,38593.0,3,"(40,50]",1,289,177,0,8,3.0
1029,PhD,Relationship,64413.0,1,"(50, 60]",1,332,279,0,11,1.9285714285714286
7369,Master,Relationship,36959.0,2,"(40,50]",1,270,62,0,5,4.0
2574,PhD,Relationship,61996.0,3,"(40,50]",1,514,1230,4,18,1.9285714285714286
8159,Graduation,Relationship,51287.0,3,"(50, 60]",2,89,182,0,8,0.7142857142857143
1160,Graduation,Relationship,13260.0,4,"(50, 60]",2,310,49,0,6,3.4285714285714284
10242,PhD,Relationship,47472.0,2,"(50, 60]",2,286,75,0,6,2.7857142857142856
5253,Master,Relationship,54603.0,6,"(60, 70]",2,355,227,0,10,6.071428571428571
5966,PhD,Relationship,45207.0,5,"(40,50]",2,596,215,1,10,4.571428571428571
5314,Graduation,Relationship,40689.0,7,70,1,468,444,0,13,4.928571428571429
5081,Master,Relationship,47821.0,1,"(50, 60]",2,252,47,0,4,3.857142857142857
5123,Master,Relationship,27450.0,1,70,0,440,143,0,6,4.071428571428571
5756,Graduation,Relationship,39453.0,2,"(40,50]",1,87,55,0,5,4.571428571428571
8036,Master,Relationship,26850.0,4,"(50, 60]",2,72,63,0,7,0.7142857142857143
9058,Graduation,Single,79800.0,1,"(60, 70]",0,644,1867,4,21,4.642857142857143
5057,Master,Relationship,61794.0,2,"(60, 70]",1,288,611,0,18,5.285714285714286
254,Graduation,Relationship,53863.0,3,"(60, 70]",1,43,473,1,15,0.2857142857142857
4179,Graduation,Relationship,24221.0,1,"(60, 70]",0,313,55,0,5,6.714285714285714
3710,PhD,Single,39684.0,2,"(30,40]",1,625,81,1,5,2.9285714285714284
7627,Master,Relationship,92163.0,0,"(40,50]",0,564,2086,3,21,1.7857142857142858
4501,Master,Single,69882.0,1,"(50, 60]",0,231,1478,0,19,6.714285714285714
6424,Graduation,Relationship,33178.0,1,"(40,50]",1,150,49,0,4,0.6428571428571429
3075,PhD,Relationship,59973.0,1,"(50, 60]",0,291,382,0,14,3.357142857142857
4992,Master,Relationship,17459.0,3,"(40,50]",1,283,69,1,6,0.8571428571428571
5252,Graduation,Single,23910.0,1,"(50, 60]",1,611,67,0,5,5.714285714285714
7444,Master,Relationship,42169.0,2,"(50, 60]",2,253,30,0,4,1.4285714285714286
6919,Master,Relationship,26224.0,3,"(40,50]",1,390,63,0,6,2.7857142857142856
3537,Graduation,Relationship,31089.0,3,"(40,50]",1,681,79,0,7,4.071428571428571
10277,Graduation,Single,30081.0,1,"(60, 70]",1,493,42,0,4,1.9285714285714286
2453,Graduation,Relationship,62807.0,3,"(60, 70]",1,667,819,0,20,5.928571428571429
7972,Graduation,Single,72906.0,1,"(60, 70]",0,285,1151,0,16,5.642857142857143
895,PhD,Relationship,61467.0,3,70,2,567,594,0,17,4.928571428571429
1177,Master,Relationship,49618.0,4,"(50, 60]",2,519,129,0,7,5.5
7141,Master,Single,21888.0,4,"(30,40]",1,547,213,1,8,1.0714285714285714
7232,Graduation,Single,42429.0,2,"(50, 60]",1,138,67,0,5,7.071428571428571
8477,Graduation,Single,26150.0,1,"(60, 70]",3,475,28,0,4,4.357142857142857
2457,Basic,Relationship,30801.0,2,"(40,50]",1,611,45,0,4,1.6428571428571428
988,Graduation,Relationship,81168.0,1,"(50, 60]",0,53,1193,1,17,6.0
7930,Master,Single,26877.0,2,"(50, 60]",0,314,268,0,10,5.285714285714286
4587,Master,Single,45006.0,1,70,0,346,266,0,11,6.428571428571429
6682,Basic,Relationship,18978.0,1,"(50, 60]",1,565,37,0,4,2.9285714285714284
6222,Graduation,Relationship,22574.0,2,"(50, 60]",3,244,37,0,5,2.0
10299,PhD,Single,48240.0,3,"(50, 60]",0,597,882,1,22,5.214285714285714
3083,Graduation,Relationship,45837.0,5,"(40,50]",2,338,373,0,13,6.285714285714286
8953,Master,Single,35791.0,2,"(50, 60]",3,419,35,0,4,6.714285714285714
1503,PhD,Relationship,162397.0,0,"(40,50]",2,391,107,0,1,2.2142857142857144
8650,Graduation,Single,54162.0,1,"(40,50]",2,468,42,0,4,2.2142857142857144
10862,Master,Relationship,30522.0,5,"(60, 70]",1,681,326,0,12,0.42857142857142855
2782,PhD,Relationship,54456.0,3,"(60, 70]",1,353,404,0,14,1.6428571428571428
6941,Graduation,Single,31632.0,1,"(50, 60]",0,350,95,0,5,6.571428571428571
10972,Graduation,Single,72298.0,1,70,0,111,939,2,13,3.7142857142857144
10708,Master,Single,36975.0,1,"(40,50]",1,183,33,0,4,3.5714285714285716
6583,Master,Relationship,72635.0,1,"(60, 70]",0,391,981,1,20,3.857142857142857
3641,Graduation,Relationship,13624.0,2,"(40,50]",1,525,36,0,5,6.642857142857143
10156,Graduation,Single,84196.0,1,"(40,50]",1,391,1237,0,19,4.0
4299,Graduation,Relationship,70971.0,7,"(60, 70]",1,646,1825,1,27,2.0
3469,PhD,Single,34487.0,3,"(40,50]",2,661,103,0,6,6.714285714285714
5063,Graduation,Single,28769.0,3,"(40,50]",1,558,191,0,9,5.428571428571429
10727,PhD,Relationship,69084.0,2,"(50, 60]",1,222,1586,0,23,3.0714285714285716
9624,PhD,Relationship,65488.0,1,"(60, 70]",0,16,963,0,13,3.2857142857142856
5156,Master,Relationship,62466.0,5,"(50, 60]",1,165,889,0,21,0.9285714285714286
4376,Master,Single,32218.0,1,"(60, 70]",0,134,93,2,6,1.9285714285714286
8923,Graduation,Single,83917.0,1,"(50, 60]",0,437,1587,1,20,0.8571428571428571
8461,Graduation,Single,46102.0,1,"(60, 70]",3,111,16,0,3,0.21428571428571427
6945,Graduation,Single,84574.0,1,70,0,390,1375,0,31,5.142857142857143
944,Graduation,Relationship,56181.0,1,"(60, 70]",1,537,393,0,13,0.42857142857142855
1907,Master,Single,63120.0,5,70,1,639,1477,1,21,3.7857142857142856
701,Graduation,Relationship,73691.0,2,"(50, 60]",1,235,1179,1,16,4.142857142857143
3856,Graduation,Relationship,63381.0,4,"(60, 70]",1,632,1005,0,22,5.571428571428571
4149,PhD,Relationship,76140.0,1,70,0,47,1348,0,20,4.071428571428571
